volume,author_id,work_id,book,books_in_osis,chapter_start,verse_start,testament_group,osis_ref,passage
volume_3,tertullian,against_marcion,1Sam,1Sam|Ps|Luke,2,7,old_testament_or_other,Bible:1Sam.2.7-1Sam.2.8 Bible:Ps.147.6 Bible:Luke.1.52,"1 Sam. ii. 7, 8; Ps. cxlvii. 6; Luke i.
52"
volume_3,tertullian,against_marcion,Job,Job|2Cor,1,12,old_testament_or_other,Bible:Job.1.12 Bible:2Cor.12.9,"Job
i. 12 and 2 Cor. xii. 9"
volume_3,tertullian,against_marcion,Gal,Gal,1,6,new_testament,Bible:Gal.1.6-Gal.1.9,Gal. i. 6–9
volume_3,tertullian,against_marcion,2Cor,2Cor,13,1,new_testament,Bible:2Cor.13.1,2 Cor. xiii. 1
volume_3,tertullian,against_marcion,2Cor,2Cor,13,2,new_testament,Bible:2Cor.13.2,2 Cor. xiii. 2
volume_3,tertullian,against_marcion,2Cor,2Cor,13,10,new_testament,Bible:2Cor.13.10,2 Cor. xiii. 10
volume_3,tertullian,against_marcion,Rom,Rom,1,16,new_testament,Bible:Rom.1.16-Rom.1.17,"Rom. i. 16, 17"
volume_3,tertullian,against_marcion,Rom,Rom,1,18,new_testament,Bible:Rom.1.18,Rom. i. 18
volume_3,tertullian,against_marcion,Rom,Rom,2,2,new_testament,Bible:Rom.2.2,Rom. ii. 2
volume_3,tertullian,against_marcion,Rom,Rom,2,12,new_testament,Bible:Rom.2.12-Rom.2.16,Rom. ii. 12–16
volume_3,tertullian,against_marcion,Rom,Rom,2,16,new_testament,Bible:Rom.2.16,Rom. ii. 16
volume_3,tertullian,against_marcion,Rom,Rom,1,16,new_testament,Bible:Rom.1.16-Rom.1.17,verses 16 and 17
volume_3,tertullian,against_marcion,Rom,Rom,2,21,new_testament,Bible:Rom.2.21,Rom. ii. 21
volume_3,tertullian,against_marcion,Exod,Exod,20,15,old_testament_or_other,Bible:Exod.20.15,Ex. xx. 15
volume_3,tertullian,against_marcion,Rom,Rom,2,24,new_testament,Bible:Rom.2.24,Rom. ii. 24
volume_3,tertullian,against_marcion,Rom,Rom,2,29,new_testament,Bible:Rom.2.29,Rom. ii. 29
volume_3,tertullian,against_marcion,Rom,Rom,2,28,new_testament,Bible:Rom.2.28,Rom. ii. 28
volume_3,tertullian,against_marcion,Rom,Rom,3,21,new_testament,Bible:Rom.3.21-Rom.3.22,"Rom. iii. 21, 22"
volume_3,tertullian,against_marcion,Rom,Rom,5,1,new_testament,Bible:Rom.5.1,Rom. v. 1
volume_3,tertullian,against_marcion,Rom,Rom,5,20,new_testament,Bible:Rom.5.20,Rom. v. 20
volume_3,tertullian,against_marcion,Rom,Rom,5,21,new_testament,Bible:Rom.5.21,Rom. v. 21
volume_3,tertullian,against_marcion,Gal,Gal,3,22,new_testament,Bible:Gal.3.22,Gal. iii. 22
volume_3,tertullian,against_marcion,Rom,Rom,3,19,new_testament,Bible:Rom.3.19,Rom. iii. 19
volume_3,tertullian,against_marcion,Rom,Rom|Gal,7,4,new_testament,Bible:Rom.7.4 Bible:Gal.2.19,"Rom.
vii. 4, also Gal. ii. 19"
volume_3,tertullian,against_marcion,Rom,Rom,6,2,new_testament,Bible:Rom.6.2,Rom. vi. 2
volume_3,tertullian,against_marcion,Rom,Rom,7,4,new_testament,Bible:Rom.7.4,Rom. vii. 4
volume_3,tertullian,against_marcion,John,John,1,14,new_testament,Bible:John.1.14,John i. 14
volume_3,tertullian,against_marcion,Rom,Rom|Rom,7,4,new_testament,Bible:Rom.7.4-Rom.7.6 Bible:Rom.8.2-Rom.8.3,"first part of ver. 4 with vers. 5 and 6 and
viii. 2, 3"
volume_3,tertullian,against_marcion,Rom,Rom,7,7,new_testament,Bible:Rom.7.7,Rom. vii. 7
volume_3,tertullian,against_marcion,Rom,Rom,7,7,new_testament,Bible:Rom.7.7,"Rom. vii.
7"
volume_3,tertullian,against_marcion,Rom,Rom,7,8,new_testament,Bible:Rom.7.8,Rom. vii. 8
volume_3,tertullian,against_marcion,Rom,Rom,7,13,new_testament,Bible:Rom.7.13,Rom. vii. 13
volume_3,tertullian,against_marcion,Rom,Rom,7,14,new_testament,Bible:Rom.7.14,Rom. vii. 14
volume_3,tertullian,against_marcion,Rom,Rom,8,3,new_testament,Bible:Rom.8.3,Rom. viii. 3
volume_3,tertullian,against_marcion,Rom,Rom,7,23,new_testament,Bible:Rom.7.23,Rom. vii. 23
volume_3,tertullian,against_marcion,Rom,Rom,8,5,new_testament,Bible:Rom.8.5-Rom.8.13,Rom. viii. 5–13
volume_3,tertullian,against_marcion,Rom,Rom,8,10,new_testament,Bible:Rom.8.10,Rom. viii. 10
volume_3,tertullian,against_marcion,Rom,Rom,8,11,new_testament,Bible:Rom.8.11,Rom. viii. 11
volume_3,tertullian,against_marcion,Rom,Rom,8,11,new_testament,Bible:Rom.8.11-Rom.10.2,Rom. viii. 11 to x. 2
volume_3,tertullian,against_marcion,Rom,Rom,14,23,new_testament,Bible:Rom.14.23,xiv. 23
volume_3,tertullian,against_marcion,Rom,Rom,14,23,new_testament,Bible:Rom.14.23,23d verse of chap. xiv
volume_3,tertullian,against_marcion,Rom,Rom|Rom,15,,new_testament,Bible:Rom.15 Bible:Rom.16,"chaps. xv., xvi"
volume_3,tertullian,against_marcion,Rom,Rom,10,2,new_testament,Bible:Rom.10.2-Rom.10.4,Rom. x. 2–4
volume_3,tertullian,against_marcion,Ps,Ps,2,2,old_testament_or_other,Bible:Ps.2.2,Ps. ii. 2
volume_3,tertullian,against_marcion,Rom,Rom,10,17,new_testament,Bible:Rom.10.17,Rom. x. 17
volume_3,tertullian,against_marcion,Rom,Rom,11,34,new_testament,Bible:Rom.11.34-Rom.11.35,"Rom. xi. 34,
35"
volume_3,tertullian,against_marcion,Rom,Rom,12,9,new_testament,Bible:Rom.12.9,Rom. xii. 9
volume_3,tertullian,against_marcion,Ps,Ps,34,14,old_testament_or_other,Bible:Ps.34.14,Ps. xxxiv. 14
volume_3,tertullian,against_marcion,Rom,Rom,12,10,new_testament,Bible:Rom.12.10,Rom. xii. 10
volume_3,tertullian,against_marcion,Rom,Rom,12,12,new_testament,Bible:Rom.12.12,Rom. xii. 12
volume_3,tertullian,against_marcion,Ps,Ps,20,1,old_testament_or_other,Bible:Ps.20.1,Ps. xx. 1
volume_3,tertullian,against_marcion,Rom,Rom,12,16,new_testament,Bible:Rom.12.16,Rom. xii. 16
volume_3,tertullian,against_marcion,Isa,Isa,5,21,old_testament_or_other,Bible:Isa.5.21,Isa. v. 21
volume_3,tertullian,against_marcion,Rom,Rom,12,17,new_testament,Bible:Rom.12.17,Rom. xii. 17
volume_3,tertullian,against_marcion,Lev,Lev,19,17,old_testament_or_other,Bible:Lev.19.17-Lev.19.18,"Lev. xix. 17, 18"
volume_3,tertullian,against_marcion,Rom,Rom,12,19,new_testament,Bible:Rom.12.19,Rom. xii. 19
volume_3,tertullian,against_marcion,Rom,Rom|Deut,12,19,new_testament,Bible:Rom.12.19 Bible:Deut.32.25,"Rom. xii. 19, quoted from Deut. xxxii.
25"
volume_3,tertullian,against_marcion,Rom,Rom,12,18,new_testament,Bible:Rom.12.18,Rom. xii. 18
volume_3,tertullian,against_marcion,Rom,Rom,13,9,new_testament,Bible:Rom.13.9,Rom. xiii. 9
volume_3,tertullian,against_marcion,1Thess,1Thess,2,15,new_testament,Bible:1Thess.2.15,1 Thess. ii. 15
volume_3,tertullian,against_marcion,1Thess,1Thess,4,3,new_testament,Bible:1Thess.4.3-1Thess.4.4,"1 Thess. iv. 3, 4"
volume_3,tertullian,against_marcion,1Thess,1Thess,4,5,new_testament,Bible:1Thess.4.5,1 Thess. iv. 5
volume_3,tertullian,against_marcion,1Thess,1Thess,4,15,new_testament,Bible:1Thess.4.15-1Thess.4.17,1 Thess. iv. 15–17
volume_3,tertullian,against_marcion,1Thess,1Thess,5,19,new_testament,Bible:1Thess.5.19-1Thess.5.20,"1 Thess. v. 19, 20"
volume_3,tertullian,against_marcion,1Thess,1Thess,5,23,new_testament,Bible:1Thess.5.23,1 Thess. v. 23
volume_3,tertullian,against_marcion,2Thess,2Thess,1,6,new_testament,Bible:2Thess.1.6-2Thess.1.8,2 Thess. i. 6–8
volume_3,tertullian,against_marcion,2Thess,2Thess,1,8,new_testament,Bible:2Thess.1.8-2Thess.1.9,"2 Thess. i. 8, 9"
volume_3,tertullian,against_marcion,2Thess,2Thess,1,8,new_testament,Bible:2Thess.1.8,2 Thess. i. 8
volume_3,tertullian,against_marcion,2Thess,2Thess,1,9,new_testament,Bible:2Thess.1.9,2 Thess. i. 9
volume_3,tertullian,against_marcion,2Thess,2Thess,2,3,new_testament,Bible:2Thess.2.3-2Thess.2.4,"2 Thess. ii. 3, 4"
volume_3,tertullian,against_marcion,1John,1John,4,1,new_testament,Bible:1John.4.1-1John.4.3,1 John iv. 1–3
volume_3,tertullian,against_marcion,1John,1John,4,3,new_testament,Bible:1John.4.3,1 John iv. 3
volume_3,tertullian,against_marcion,John,John,4,2,new_testament,Bible:John.4.2,ver. 2
volume_3,tertullian,against_marcion,John,John,4,3,new_testament,Bible:John.4.3,"ver.
3"
volume_3,tertullian,against_marcion,2Thess,2Thess,2,9,new_testament,Bible:2Thess.2.9,2 Thess. ii. 9
volume_3,tertullian,against_marcion,2Thess,2Thess,2,10,new_testament,Bible:2Thess.2.10-2Thess.2.12,2 Thess. ii. 10–12
volume_3,tertullian,against_marcion,2Thess,2Thess,2,11,new_testament,Bible:2Thess.2.11,2 Thess. ii. 11
volume_3,tertullian,against_marcion,2Thess,2Thess,3,10,new_testament,Bible:2Thess.3.10,2 Thess. iii. 10
volume_3,tertullian,against_marcion,Eph,Eph,1,9,new_testament,Bible:Eph.1.9-Eph.1.10,"Eph. i. 9, 10"
volume_3,tertullian,against_marcion,Eph,Eph,1,12,new_testament,Bible:Eph.1.12,Eph. i. 12
volume_3,tertullian,against_marcion,Eph,Eph,1,13,new_testament,Bible:Eph.1.13,Eph. i. 13
volume_3,tertullian,against_marcion,Eph,Eph,2,17,new_testament,Bible:Eph.2.17,Eph. ii. 17
volume_3,tertullian,against_marcion,Ps,Ps,24,10,old_testament_or_other,Bible:Ps.24.10,Ps. xxiv. 10
volume_3,tertullian,against_marcion,Eph,Eph,1,17,new_testament,Bible:Eph.1.17,Eph. i. 17
volume_3,tertullian,against_marcion,Isa,Isa,11,2,old_testament_or_other,Bible:Isa.11.2,Isa. xi. 2
volume_3,tertullian,against_marcion,Eph,Eph,1,18,new_testament,Bible:Eph.1.18,Eph. i. 18
volume_3,tertullian,against_marcion,Eph,Eph,1,19,new_testament,Bible:Eph.1.19-Eph.1.22,Eph. i. 19–22
volume_3,tertullian,against_marcion,Ps,Ps,8,7,old_testament_or_other,Bible:Ps.8.7,Ps. viii. 7
volume_3,tertullian,against_marcion,Eph,Eph,2,1,new_testament,Bible:Eph.2.1-Eph.2.2,"Eph. ii. 1, 2"
volume_3,tertullian,against_marcion,Eph,Eph,2,2,new_testament,Bible:Eph.2.2,ver. 2
volume_3,tertullian,against_marcion,Isa,Isa,14,13,old_testament_or_other,Bible:Isa.14.13-Isa.14.14,"Isa. xiv. 13, 14"
volume_3,tertullian,against_marcion,Eph,Eph,2,3,new_testament,Bible:Eph.2.3,Eph. ii. 3
volume_3,tertullian,against_marcion,Eph,Eph,2,10,new_testament,Bible:Eph.2.10,Eph. ii. 10
volume_3,tertullian,against_marcion,Eph,Eph,2,11,new_testament,Bible:Eph.2.11-Eph.2.12,"Eph. ii. 11, 12"
volume_3,tertullian,against_marcion,Eph,Eph,2,13,new_testament,Bible:Eph.2.13,Eph. ii. 13
volume_3,tertullian,against_marcion,Isa,Isa,46,12,old_testament_or_other,Bible:Isa.46.12-Isa.46.13,"Isa. xlvi. 12, 13"
volume_3,tertullian,against_marcion,Eph,Eph,2,14,new_testament,Bible:Eph.2.14,Eph. ii. 14
volume_3,tertullian,against_marcion,Eph,Eph,2,15,new_testament,Bible:Eph.2.15,Eph. ii. 15
volume_3,tertullian,against_marcion,Eph,Eph,2,15,new_testament,Bible:Eph.2.15-Eph.2.16,Eph. ii. 15–16
volume_3,tertullian,against_marcion,Eph,Eph,2,16,new_testament,Bible:Eph.2.16,Eph. ii. 16
volume_3,tertullian,against_marcion,Eph,Eph,2,17,new_testament,Bible:Eph.2.17-Eph.2.20,Eph. ii. 17–20
volume_3,tertullian,against_marcion,Ps,Ps,118,22,old_testament_or_other,Bible:Ps.118.22,Ps. cxviii. 22
volume_3,tertullian,against_marcion,Eph,Eph,3,8,new_testament,Bible:Eph.3.8-Eph.3.9,"Eph. iii. 8, 9"
volume_3,tertullian,against_marcion,Col,Col,3,3,new_testament,Bible:Col.3.3,Col. iii. 3
volume_3,tertullian,against_marcion,Eph,Eph,3,10,new_testament,Bible:Eph.3.10,Eph. iii. 10
volume_3,tertullian,against_marcion,Eph,Eph|Ps,4,8,new_testament,Bible:Eph.4.8 Bible:Ps.68.19,"Eph.
iv. 8 and Ps. lxviii. 19"
volume_3,tertullian,against_marcion,Eph,Eph,4,25,new_testament,Bible:Eph.4.25,Eph. iv. 25
volume_3,tertullian,against_marcion,Eph,Eph,4,26,new_testament,Bible:Eph.4.26,Eph. iv. 26
volume_3,tertullian,against_marcion,Eph,Eph,5,11,new_testament,Bible:Eph.5.11,Eph. v. 11
volume_3,tertullian,against_marcion,Ps,Ps,18,26,old_testament_or_other,Bible:Ps.18.26,Ps. xviii. 26
volume_3,tertullian,against_marcion,Deut,Deut|1Cor,21,21,old_testament_or_other,Bible:Deut.21.21 Bible:1Cor.5.13,"Deut. xxi. 21, quoted also in 1 Cor. v.
13"
volume_3,tertullian,against_marcion,Isa,Isa|2Cor,52,11,old_testament_or_other,Bible:Isa.52.11 Bible:2Cor.6.17,"Isa. lii. 11, quoted in 2 Cor. vi. 17"
volume_3,tertullian,against_marcion,Eph,Eph,5,18,new_testament,Bible:Eph.5.18,Eph. v. 18
volume_3,tertullian,against_marcion,Amos,Amos,2,12,old_testament_or_other,Bible:Amos.2.12,Amos ii. 12
volume_3,tertullian,against_marcion,Lev,Lev,10,9,old_testament_or_other,Bible:Lev.10.9,Lev. x. 9
volume_3,tertullian,against_marcion,Eph,Eph,5,19,new_testament,Bible:Eph.5.19,Eph. v. 19
volume_3,tertullian,against_marcion,Isa,Isa,5,11,old_testament_or_other,Bible:Isa.5.11-Isa.5.12,"Isa. v. 11, 12"
volume_3,tertullian,against_marcion,Eph,Eph|Eph,5,22,new_testament,Bible:Eph.5.22 Bible:Eph.5.24,"Eph. v. 22, 24"
volume_3,tertullian,against_marcion,Eph,Eph,5,23,new_testament,Bible:Eph.5.23,Eph. v. 23
volume_3,tertullian,against_marcion,Eph,Eph|Eph,5,25,new_testament,Bible:Eph.5.25 Bible:Eph.5.28,"Eph. v. 25, 28"
volume_3,tertullian,against_marcion,Eph,Eph,5,29,new_testament,Bible:Eph.5.29,Eph. v. 29
volume_3,tertullian,against_marcion,Eph,Eph,5,32,new_testament,Bible:Eph.5.32,Eph. v. 32
volume_3,tertullian,against_marcion,Eph,Eph,6,1,new_testament,Bible:Eph.6.1,Eph. vi. 1
volume_3,tertullian,against_marcion,Eph,Eph,6,2,new_testament,Bible:Eph.6.2,Eph. vi. 2
volume_3,tertullian,against_marcion,Exod,Exod,20,12,old_testament_or_other,Bible:Exod.20.12,Ex. xx. 12
volume_3,tertullian,against_marcion,Eph,Eph,6,4,new_testament,Bible:Eph.6.4,Eph. vi. 4
volume_3,tertullian,against_marcion,Exod,Exod,10,2,old_testament_or_other,Bible:Exod.10.2,Ex. x. 2
volume_3,tertullian,against_marcion,Eph,Eph,6,12,new_testament,Bible:Eph.6.12,Eph. vi. 12
volume_3,tertullian,against_marcion,Eph,Eph,6,11,new_testament,Bible:Eph.6.11,Eph. vi. 11
volume_3,tertullian,against_marcion,Eph,Eph,6,12,new_testament,Bible:Eph.6.12,"12th
verse"
volume_3,tertullian,against_marcion,Eph,Eph,6,19,new_testament,Bible:Eph.6.19-Eph.6.20,"Eph. vi. 19, 20"
volume_3,tertullian,against_marcion,Col,Col,1,5,new_testament,Bible:Col.1.5-Col.1.6,"Col. i. 5, 6"
volume_3,tertullian,against_marcion,Col,Col,1,15,new_testament,Bible:Col.1.15,Col. i. 15
volume_3,tertullian,against_marcion,John,John,1,3,new_testament,Bible:John.1.3,John i. 3
volume_3,tertullian,against_marcion,Col,Col,1,19,new_testament,Bible:Col.1.19,Col. i. 19
volume_3,tertullian,against_marcion,Col,Col,1,20,new_testament,Bible:Col.1.20,Col. i. 20
volume_3,tertullian,against_marcion,Col,Col,1,21,new_testament,Bible:Col.1.21,Col. i. 21
volume_3,tertullian,against_marcion,Eph,Eph,1,23,new_testament,Bible:Eph.1.23,Eph. i. 23
volume_3,tertullian,against_marcion,Col,Col,1,24,new_testament,Bible:Col.1.24,Col. i. 24
volume_3,tertullian,against_marcion,Col,Col,1,22,new_testament,Bible:Col.1.22,Col. i. 22
volume_3,tertullian,against_marcion,Col,Col,2,8,new_testament,Bible:Col.2.8,Col. ii. 8
volume_3,tertullian,against_marcion,Isa,Isa|1Cor|Jer|Job,29,14,old_testament_or_other,Bible:Isa.29.14 Bible:1Cor.1.19 Bible:Jer.8.9 Bible:Job.5.12-Job.5.13,"Isa. xxix. 14, quoted 1 Cor. i. 19; comp. Jer.
viii. 9 and Job v. 12, 13"
volume_3,tertullian,against_marcion,Col,Col,2,13,new_testament,Bible:Col.2.13,Col. ii. 13
volume_3,tertullian,against_marcion,Col,Col,2,16,new_testament,Bible:Col.2.16-Col.2.17,"Col. ii. 16, 17"
volume_3,tertullian,against_marcion,Col,Col|Col,2,18,new_testament,Bible:Col.2.18-Col.2.19 Bible:Col.2.21,"Col. ii. 18, 19, 21"
volume_3,tertullian,against_marcion,Col,Col,2,22,new_testament,Bible:Col.2.22,Col. ii. 22
volume_3,tertullian,against_marcion,Eph,Eph,1,10,new_testament,Bible:Eph.1.10,Eph. i. 10
volume_3,tertullian,against_marcion,Isa,Isa|Isa|2Cor,43,18,old_testament_or_other,Bible:Isa.43.18-Isa.43.19 Bible:Isa.65.17 Bible:2Cor.5.17,"Isa. xliii. 18, 19, and lxv. 17; 2 Cor. v.
17"
volume_3,tertullian,against_marcion,Phil,Phil,1,14,new_testament,Bible:Phil.1.14-Phil.1.17,Phil. i. 14–17
volume_3,tertullian,against_marcion,Phil,Phil,1,18,new_testament,Bible:Phil.1.18,Phil. i. 18
volume_3,tertullian,against_marcion,Phil,Phil,2,6,new_testament,Bible:Phil.2.6-Phil.2.7,"Phil. ii. 6, 7"
volume_3,tertullian,against_marcion,Phil,Phil,2,8,new_testament,Bible:Phil.2.8,Phil. ii. 8
volume_3,tertullian,against_marcion,Phil,Phil,3,4,new_testament,Bible:Phil.3.4-Phil.3.6,"Phil. iii.
4–6"
volume_3,tertullian,against_marcion,Phil,Phil,3,7,new_testament,Bible:Phil.3.7,Phil. iii. 7
volume_3,tertullian,against_marcion,Phil,Phil,3,8,new_testament,Bible:Phil.3.8,Phil. iii. 8
volume_3,tertullian,against_marcion,Phil,Phil,3,9,new_testament,Bible:Phil.3.9,Phil. iii. 9
volume_3,tertullian,against_marcion,Gen,Gen,22,17,old_testament_or_other,Bible:Gen.22.17,Gen. xxii. 17
volume_3,tertullian,against_marcion,1Cor,1Cor,15,41,new_testament,Bible:1Cor.15.41,1 Cor. xv. 41
volume_3,tertullian,against_marcion,Phil,Phil,3,21,new_testament,Bible:Phil.3.21,Phil. iii. 21
volume_3,tertullian,against_marcion,1Cor,1Cor,15,51,new_testament,Bible:1Cor.15.51-1Cor.15.52,"1 Cor. xv. 51, 52"
volume_3,tertullian,against_marcion,1Thess,1Thess,4,16,new_testament,Bible:1Thess.4.16-1Thess.4.17,"1 Thess. iv. 16, 17"
volume_3,tertullian,against_marcion,Acts,Acts,20,29,new_testament,Bible:Acts.20.29-Acts.20.30,"Acts
xx. 29, 30"
volume_3,tertullian,against_hermogenes,Gen,Gen,1,28,old_testament_or_other,Bible:Gen.1.28,Gen. i. 28
volume_3,tertullian,against_hermogenes,2Tim,2Tim,1,15,new_testament,Bible:2Tim.1.15,2 Tim. i. 15
volume_3,tertullian,against_hermogenes,Gen,Gen,1,1,old_testament_or_other,Bible:Gen.1.1,Gen. i. 1
volume_3,tertullian,against_hermogenes,Gen,Gen,1,3,old_testament_or_other,Bible:Gen.1.3,Gen. i. 3
volume_3,tertullian,against_hermogenes,Gen,Gen,2,15,old_testament_or_other,Bible:Gen.2.15,Gen. ii. 15
volume_3,tertullian,against_hermogenes,Gen,Gen,2,16,old_testament_or_other,Bible:Gen.2.16,Gen. ii. 16
volume_3,tertullian,against_hermogenes,1Cor,1Cor,8,5,new_testament,Bible:1Cor.8.5,1 Cor. viii. 5
volume_3,tertullian,against_hermogenes,Ps,Ps,82,6,old_testament_or_other,Bible:Ps.82.6,Ps. lxxxii. 6
volume_3,tertullian,against_hermogenes,Ps,Ps,82,1,old_testament_or_other,Bible:Ps.82.1,"Ver.
1"
volume_3,tertullian,against_hermogenes,Isa,Isa,45,23,old_testament_or_other,Bible:Isa.45.23,Isa. xlv. 23
volume_3,tertullian,against_hermogenes,Isa,Isa|Isa|Isa,41,4,old_testament_or_other,Bible:Isa.41.4 Bible:Isa.44.6 Bible:Isa.48.12,"Isa. xli. 4; xliv. 6; xlviii.
12"
volume_3,tertullian,against_hermogenes,Isa,Isa,44,24,old_testament_or_other,Bible:Isa.44.24,Isa. xliv. 24
volume_3,tertullian,against_hermogenes,1Cor,1Cor,5,13,new_testament,Bible:1Cor.5.13,1 Cor. v. 13
volume_3,tertullian,against_hermogenes,Matt,Matt,25,41,new_testament,Bible:Matt.25.41,Matt. xxv. 41
volume_3,tertullian,against_hermogenes,Rev,Rev,20,3,new_testament,Bible:Rev.20.3,Rev. xx. 3
volume_3,tertullian,against_hermogenes,Rom,Rom,8,19,new_testament,Bible:Rom.8.19,Rom. viii. 19
volume_3,tertullian,against_hermogenes,Rom,Rom,8,21,new_testament,Bible:Rom.8.21,Rom. viii. 21
volume_3,tertullian,against_hermogenes,Rom,Rom,8,20,new_testament,Bible:Rom.8.20,Rom. viii. 20
volume_3,tertullian,against_hermogenes,Isa,Isa,11,6,old_testament_or_other,Bible:Isa.11.6,Isa. xi. 6
volume_3,tertullian,against_hermogenes,Ps,Ps,110,1,old_testament_or_other,Bible:Ps.110.1,Ps. cx. 1
volume_3,tertullian,against_hermogenes,Matt,Matt,3,9,new_testament,Bible:Matt.3.9,Matt. iii. 9
volume_3,tertullian,against_hermogenes,Matt,Matt,3,7,new_testament,Bible:Matt.3.7-Matt.3.8,"Verses 7,
8"
volume_3,tertullian,against_hermogenes,Gen,Gen,1,21,old_testament_or_other,Bible:Gen.1.21-Gen.1.22,"Gen. i. 21, 22"
volume_3,tertullian,against_hermogenes,Matt,Matt,7,18,new_testament,Bible:Matt.7.18,Matt. vii. 18
volume_3,tertullian,against_hermogenes,Rom,Rom|Isa,11,34,new_testament,Bible:Rom.11.34-Rom.11.35 Bible:Isa.40.14,"Rom. xi. 34, 35; comp. Isa. xl. 14"
volume_3,tertullian,against_hermogenes,1Cor,1Cor,2,11,new_testament,Bible:1Cor.2.11,1 Cor. ii. 11
volume_3,tertullian,against_hermogenes,Isa,Isa,40,14,old_testament_or_other,Bible:Isa.40.14,Isa. xl. 14
volume_3,tertullian,against_hermogenes,Prov,Prov,8,27,old_testament_or_other,Bible:Prov.8.27-Prov.8.31,Prov. viii. 27–31
volume_3,tertullian,against_hermogenes,Prov,Prov,8,,old_testament_or_other,Bible:Prov.8,Prov. viii
volume_3,tertullian,against_hermogenes,Ps,Ps,45,1,old_testament_or_other,Bible:Ps.45.1,Ps. xlv. 1
volume_3,tertullian,against_hermogenes,John,John,1,1,new_testament,Bible:John.1.1,John i. 1
volume_3,tertullian,against_hermogenes,John,John,10,30,new_testament,Bible:John.10.30,John x. 30
volume_3,tertullian,against_hermogenes,Prov,Prov,8,22,old_testament_or_other,Bible:Prov.8.22,Prov. viii. 22
volume_3,tertullian,against_hermogenes,John,John,1,1,new_testament,Bible:John.1.1-John.1.3,John i. 1–3
volume_3,tertullian,against_hermogenes,Gen,Gen,1,11,old_testament_or_other,Bible:Gen.1.11-Gen.1.12,"Gen. i. 11, 12"
volume_3,tertullian,against_hermogenes,Gen,Gen,1,20,old_testament_or_other,Bible:Gen.1.20-Gen.1.21,"Gen. i. 20, 21"
volume_3,tertullian,against_hermogenes,Gen,Gen,1,24,old_testament_or_other,Bible:Gen.1.24,"Ver.
24"
volume_3,tertullian,against_hermogenes,John,John,1,3,new_testament,Bible:John.1.3,John i. 3
volume_3,tertullian,against_hermogenes,Rev,Rev,22,18,new_testament,Bible:Rev.22.18-Rev.22.19,"Rev. xxii. 18, 19"
volume_3,tertullian,against_hermogenes,Gen,Gen,1,2,old_testament_or_other,Bible:Gen.1.2,Gen. i. 2
volume_3,tertullian,against_hermogenes,Gen,Gen,1,31,old_testament_or_other,Bible:Gen.1.31,Gen. i. 31
volume_3,tertullian,against_hermogenes,Gen,Gen,1,7,old_testament_or_other,Bible:Gen.1.7,Gen. i. 7
volume_3,tertullian,against_hermogenes,Gen,Gen,1,8,old_testament_or_other,Bible:Gen.1.8,"Ver.
8"
volume_3,tertullian,against_hermogenes,Gen,Gen,1,27,old_testament_or_other,Bible:Gen.1.27,Gen. i. 27
volume_3,tertullian,against_hermogenes,Gen,Gen,2,7,old_testament_or_other,Bible:Gen.2.7,Gen. ii. 7
volume_3,tertullian,against_hermogenes,Gen,Gen,1,1,old_testament_or_other,Bible:Gen.1.1-Gen.1.2,"Gen. i. 1, 2"
volume_3,tertullian,against_hermogenes,Isa,Isa,45,18,old_testament_or_other,Bible:Isa.45.18,Isa. xlv. 18
volume_3,tertullian,against_hermogenes,Ps,Ps,24,1,old_testament_or_other,Bible:Ps.24.1,Ps. xxiv. 1
volume_3,tertullian,against_hermogenes,Gen,Gen,1,9,old_testament_or_other,Bible:Gen.1.9,Gen. i. 9
volume_3,tertullian,against_hermogenes,Gen,Gen,1,10,old_testament_or_other,Bible:Gen.1.10,Gen. i. 10
volume_3,tertullian,against_hermogenes,Gen,Gen,1,11,old_testament_or_other,Bible:Gen.1.11,"Ver.
11"
volume_3,tertullian,against_hermogenes,Gen,Gen,1,1,old_testament_or_other,Bible:Gen.1.1,"Gen. i.
1"
volume_3,tertullian,against_hermogenes,Gen,Gen|Gen|Gen|Gen|Gen,2,21,old_testament_or_other,Bible:Gen.2.21 Bible:Gen.2.23 Bible:Gen.3.5 Bible:Gen.3.19 Bible:Gen.4.10,"Gen. ii. 21, 23; iii. 5, 19; iv.
10"
volume_3,tertullian,against_hermogenes,Prov,Prov,8,24,old_testament_or_other,Bible:Prov.8.24,Prov. viii. 24
volume_3,tertullian,against_hermogenes,Isa,Isa,45,7,old_testament_or_other,Bible:Isa.45.7,Isa. xlv. 7
volume_3,tertullian,against_hermogenes,Amos,Amos,4,13,old_testament_or_other,Bible:Amos.4.13,Amos iv. 13
volume_3,tertullian,against_hermogenes,John,John,4,24,new_testament,Bible:John.4.24,John iv. 24
volume_3,tertullian,against_hermogenes,Isa,Isa,57,16,old_testament_or_other,Bible:Isa.57.16,Isa. lvii. 16
volume_3,tertullian,against_hermogenes,Prov,Prov,8,28,old_testament_or_other,Bible:Prov.8.28,Prov. viii. 28
volume_3,tertullian,against_hermogenes,Isa,Isa|Matt|2Pet|Rev,34,4,old_testament_or_other,Bible:Isa.34.4 Bible:Matt.24.29 Bible:2Pet.3.10 Bible:Rev.6.14,"Isa. xxxiv. 4; Matt. xxiv. 29; 2 Pet. iii.
10; Rev. vi. 14"
